title,link,year,month
"Cure for Aids? Genes may hold key","http://timesofindia.indiatimes.com//home/science/Cure-for-Aids-Genes-may-hold-key/articleshow/7429637.cms",2011,2
"'CARA's apathy leaves HIV +ve boy in the lurch'","http://timesofindia.indiatimes.com//city/mumbai/CARAs-apathy-leaves-HIV-ve-boy-in-the-lurch/articleshow/7456016.cms",2011,2
"HIV test for babies to start early","http://timesofindia.indiatimes.com//city/ludhiana/HIV-test-for-babies-to-start-early/articleshow/7455527.cms",2011,2
"HIV+ baby made to wait for 5 hrs at SCB","http://timesofindia.indiatimes.com//city/bhubaneswar/HIV-baby-made-to-wait-for-5-hrs-at-SCB/articleshow/7463116.cms",2011,2
"City scientists bring bad news for HIV cure","http://timesofindia.indiatimes.com//city/mumbai/City-scientists-bring-bad-news-for-HIV-cure/articleshow/7464077.cms",2011,2
"NACO fails to sensitize youths on AIDS","http://timesofindia.indiatimes.com//city/ludhiana/NACO-fails-to-sensitize-youths-on-AIDS/articleshow/7484374.cms",2011,2
"HIV+ homemaker turns working woman","http://timesofindia.indiatimes.com//city/bhubaneswar/HIV-homemaker-turns-working-woman/articleshow/7504865.cms",2011,2
"HIV+ maid had sex with 100 men: Doc","http://timesofindia.indiatimes.com//city/mumbai/HIV-maid-had-sex-with-100-men-Doc/articleshow/7524415.cms",2011,2
"Religious leaders in state to join fight against AIDS","http://timesofindia.indiatimes.com//city/guwahati/Religious-leaders-in-state-to-join-fight-against-AIDS/articleshow/7530249.cms",2011,2
"NRIs pitch in to help girls orphaned due to AIDS","http://timesofindia.indiatimes.com//india/NRIs-pitch-in-to-help-girls-orphaned-due-to-AIDS/articleshow/7531282.cms",2011,2
"Kalam urges biotechnologists to find a vaccine to prevent HIV","http://timesofindia.indiatimes.com//city/ranchi/Kalam-urges-biotechnologists-to-find-a-vaccine-to-prevent-HIV/articleshow/7575158.cms",2011,2
"HIV+ man killed Kota cop to protest 'inaction'","http://timesofindia.indiatimes.com//city/jaipur/HIV-man-killed-Kota-cop-to-protest-inaction/articleshow/7574297.cms",2011,2
"Marathon for AIDS","http://timesofindia.indiatimes.com//city/chandigarh/Marathon-for-AIDS/articleshow/7606707.cms",2011,3
"HIV+ patients protest against controversial EU-India FTA","http://timesofindia.indiatimes.com//business/india-business/HIV-patients-protest-against-controversial-EU-India-FTA/articleshow/7615868.cms",2011,3
"22 HIV+ cases in Dalsingsarai","http://timesofindia.indiatimes.com//city/patna/22-HIV-cases-in-Dalsingsarai/articleshow/7656346.cms",2011,3
"Children pained by HIV taboo in classrooms","http://timesofindia.indiatimes.com//city/bengaluru/Children-pained-by-HIV-taboo-in-classrooms/articleshow/7682970.cms",2011,3
"Which college will take us, ask HIV +ve students","http://timesofindia.indiatimes.com//city/bengaluru/Which-college-will-take-us-ask-HIV-ve-students/articleshow/7739590.cms",2011,3
"Doubting HIV status, teachers send out 7 kids","http://timesofindia.indiatimes.com//city/hubballi/Doubting-HIV-status-teachers-send-out-7-kids/articleshow/7764576.cms",2011,3
"AIDS patients upset with ART centres","http://timesofindia.indiatimes.com//city/bhubaneswar/AIDS-patients-upset-with-ART-centres/articleshow/7789097.cms",2011,3
"Workshop aims at making hospital staff aware about AIDS","http://timesofindia.indiatimes.com//city/ludhiana/Workshop-aims-at-making-hospital-staff-aware-about-AIDS/articleshow/7839524.cms",2011,4
"Life convict dies of AIDS","http://timesofindia.indiatimes.com//city/coimbatore/Life-convict-dies-of-AIDS/articleshow/7853972.cms",2011,4
"APSACS scales up steps to contain AIDS","http://timesofindia.indiatimes.com//city/hyderabad/APSACS-scales-up-steps-to-contain-AIDS/articleshow/7869698.cms",2011,4
"Explain appointment of AIDS bodies' chiefs: Chavan","http://timesofindia.indiatimes.com//city/mumbai/Explain-appointment-of-AIDS-bodies-chiefs-Chavan/articleshow/7869119.cms",2011,4
"HIV vaccine clears first hurdle, faces more tests","http://timesofindia.indiatimes.com//home/science/HIV-vaccine-clears-first-hurdle-faces-more-tests/articleshow/7871057.cms",2011,4
"Aware city sees more coming for HIV tests","http://timesofindia.indiatimes.com//city/ludhiana/Aware-city-sees-more-coming-for-HIV-tests/articleshow/7879769.cms",2011,4
"Kolkata NGO adopts five kids orphaned by AIDS","http://timesofindia.indiatimes.com//city/kolkata/Kolkata-NGO-adopts-five-kids-orphaned-by-AIDS/articleshow/7880033.cms",2011,4
"8-yr-old loses battle with AIDS, dies in train","http://timesofindia.indiatimes.com//city/nagpur/8-yr-old-loses-battle-with-AIDS-dies-in-train/articleshow/7967433.cms",2011,4
"Rapid spread of HIV in Jaisalmer alarming","http://timesofindia.indiatimes.com//city/jaipur/Rapid-spread-of-HIV-in-Jaisalmer-alarming/articleshow/7967595.cms",2011,4
"Tihar may join worldwide AIDS study","http://timesofindia.indiatimes.com//city/delhi/Tihar-may-join-worldwide-AIDS-study/articleshow/7968346.cms",2011,4
"8-yr-old loses battle with AIDS, dies in train","http://timesofindia.indiatimes.com//city/nagpur/8-yr-old-loses-battle-with-AIDS-dies-in-train/articleshow/7973231.cms",2011,4
"'AIDS' is Preity Zinta's new cause","http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/AIDS-is-Preity-Zintas-new-cause/articleshow/8016769.cms",2011,4
"'AIDS' is Preity Zinta's new cause","http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/AIDS-is-Preity-Zintas-new-cause/articleshow/8016769.cms",2011,4
"4 HIV+ students thrown out of Guj schools in last 3 years","http://timesofindia.indiatimes.com//city/ahmedabad/4-HIV-students-thrown-out-of-Guj-schools-in-last-3-years/articleshow/8041765.cms",2011,4
"'Stigma prevents access to HIV services�","http://timesofindia.indiatimes.com//city/pune/Stigma-prevents-access-to-HIV-services/articleshow/8043102.cms",2011,4
"Most HIV-hit kids lose parents to AIDS","http://timesofindia.indiatimes.com//city/mumbai/Most-HIV-hit-kids-lose-parents-to-AIDS/articleshow/8095008.cms",2011,4
"HIV positive population on the rise in Rajasthan","http://timesofindia.indiatimes.com//city/jaipur/HIV-positive-population-on-the-rise-in-Rajasthan/articleshow/8121222.cms",2011,4
"Now, artistes, magicians to spread AIDS awareness","http://timesofindia.indiatimes.com//city/jaipur/Now-artistes-magicians-to-spread-AIDS-awareness/articleshow/8121178.cms",2011,4
"HIV+ to get blood free of cost","http://timesofindia.indiatimes.com//city/lucknow/HIV-to-get-blood-free-of-cost/articleshow/8130329.cms",2011,5
"HIV drives 15 lakh kids homeless","http://timesofindia.indiatimes.com//city/jaipur/HIV-drives-15-lakh-kids-homeless/articleshow/8191551.cms",2011,5
"Fighting stigma, HIV kids create history of sorts","http://timesofindia.indiatimes.com//city/chennai/Fighting-stigma-HIV-kids-create-history-of-sorts/articleshow/8211008.cms",2011,5
"A home away from home for HIV+ orphans","http://timesofindia.indiatimes.com//city/jaipur/A-home-away-from-home-for-HIV-orphans/articleshow/8211828.cms",2011,5
"HIV patients take refuge in Pingalwara","http://timesofindia.indiatimes.com//india/HIV-patients-take-refuge-in-Pingalwara/articleshow/8236384.cms",2011,5
"Aids patient jumps to death","http://timesofindia.indiatimes.com//city/hyderabad/Aids-patient-jumps-to-death/articleshow/8255402.cms",2011,5
"Another trial for HIV vaccine fails","http://timesofindia.indiatimes.com//india/Another-trial-for-HIV-vaccine-fails/articleshow/8259751.cms",2011,5
"Ekta's MMS aids CID","http://timesofindia.indiatimes.com//tv/news/hindi/Ektas-MMS-aids-CID/articleshow/8270067.cms",2011,5
"Sex parlours sitting on HIV bomb, 400 under lens","http://timesofindia.indiatimes.com//city/delhi/Sex-parlours-sitting-on-HIV-bomb-400-under-lens/articleshow/8355434.cms",2011,5
"Pune observes AIDS candlelight memorial day","http://timesofindia.indiatimes.com//city/pune/Pune-observes-AIDS-candlelight-memorial-day/articleshow/8373435.cms",2011,5
"HIV positive man rapes woman near Anna Nagar West","http://timesofindia.indiatimes.com//city/chennai/HIV-positive-man-rapes-woman-near-Anna-Nagar-West/articleshow/8376936.cms",2011,5
"HIV positives start life anew with marriage","http://timesofindia.indiatimes.com//city/bhubaneswar/HIV-positives-start-life-anew-with-marriage/articleshow/8400073.cms",2011,5
"Aids patient jumps to death","http://timesofindia.indiatimes.com//city/hyderabad/Aids-patient-jumps-to-death/articleshow/8477787.cms",2011,5
"Man ends life after testing positive for HIV","http://timesofindia.indiatimes.com//city/nagpur/Man-ends-life-after-testing-positive-for-HIV/articleshow/8474645.cms",2011,5
"Woman raped by HIV man seeks police cover","http://timesofindia.indiatimes.com//city/chennai/Woman-raped-by-HIV-man-seeks-police-cover/articleshow/8592712.cms",2011,5
"Free aids for physically challenged","http://timesofindia.indiatimes.com//city/pune/Free-aids-for-physically-challenged/articleshow/8625514.cms",2011,5
"�Congress grass� to help fight HIV virus","http://timesofindia.indiatimes.com//city/allahabad/Congress-grass-to-help-fight-HIV-virus/articleshow/8635898.cms",2011,5
"340 HIV positive prisoners in Tihar","http://timesofindia.indiatimes.com//city/delhi/340-HIV-positive-prisoners-in-Tihar/articleshow/8650866.cms",2011,5
"Nursing institute for HIV patients remains a non-starter","http://timesofindia.indiatimes.com//city/chennai/Nursing-institute-for-HIV-patients-remains-a-non-starter/articleshow/8685472.cms",2011,6
"Legislators to discuss spread of AIDS","http://timesofindia.indiatimes.com//city/jaipur/Legislators-to-discuss-spread-of-AIDS/articleshow/8687311.cms",2011,6
"17 inmates of Manipur prison test HIV positive","http://timesofindia.indiatimes.com//city/guwahati/17-inmates-of-Manipur-prison-test-HIV-positive/articleshow/8701349.cms",2011,6
"Rate of new HIV infections fell by over 50% in India: UNAIDS","http://timesofindia.indiatimes.com//india/Rate-of-new-HIV-infections-fell-by-over-50-in-India-UNAIDS/articleshow/8713335.cms",2011,6
"Stigma forces children with HIV out of school","http://timesofindia.indiatimes.com//city/chennai/Stigma-forces-children-with-HIV-out-of-school/articleshow/8718512.cms",2011,6
"Three HIV+ sisters commit suicide in Bhavnagar","http://timesofindia.indiatimes.com//city/rajkot/Three-HIV-sisters-commit-suicide-in-Bhavnagar/articleshow/8728135.cms",2011,6
"Only 15% pregnant women undergo HIV test","http://timesofindia.indiatimes.com//city/jaipur/Only-15-pregnant-women-undergo-HIV-test/articleshow/8729015.cms",2011,6
"Stigmatized, three HIV+ sisters commit suicide","http://timesofindia.indiatimes.com//india/Stigmatized-three-HIV-sisters-commit-suicide/articleshow/8731343.cms",2011,6
"MLAs give seminar on AIDS a miss","http://timesofindia.indiatimes.com//city/jaipur/MLAs-give-seminar-on-AIDS-a-miss/articleshow/8755892.cms",2011,6
"�40% of HIV+ in state below 15 years old�","http://timesofindia.indiatimes.com//city/jaipur/40-of-HIV-in-state-below-15-years-old/articleshow/8755996.cms",2011,6
"Man kills 'HIV positive' wife","http://timesofindia.indiatimes.com//city/guwahati/Man-kills-HIV-positive-wife/articleshow/8753737.cms",2011,6
"Study reveals state in HIV grip","http://timesofindia.indiatimes.com//city/kolkata/Study-reveals-state-in-HIV-grip/articleshow/8795058.cms",2011,6
"UN summit sets realistic target to combat AIDS","http://timesofindia.indiatimes.com//india/UN-summit-sets-realistic-target-to-combat-AIDS/articleshow/8807741.cms",2011,6
"UP AIDS body, Times Group to organise blood donation drive","http://timesofindia.indiatimes.com//city/lucknow/UP-AIDS-body-Times-Group-to-organise-blood-donation-drive/articleshow/8843319.cms",2011,6
"Need for transparency in AIDS programme: NGOs","http://timesofindia.indiatimes.com//city/pune/Need-for-transparency-in-AIDS-programme-NGOs/articleshow/8849636.cms",2011,6
"Sex workers want larger role in AIDS control programmes","http://timesofindia.indiatimes.com//city/pune/Sex-workers-want-larger-role-in-AIDS-control-programmes/articleshow/8868854.cms",2011,6
"HIV menace in Hazaribag","http://timesofindia.indiatimes.com//city/ranchi/HIV-menace-in-Hazaribag/articleshow/8880074.cms",2011,6
"Woman gets HIV: 2 nursing homes get showcause notice","http://timesofindia.indiatimes.com//city/lucknow/Woman-gets-HIV-2-nursing-homes-get-showcause-notice/articleshow/8946918.cms",2011,6
"Tillari aids Pernem farms","http://timesofindia.indiatimes.com//city/goa/Tillari-aids-Pernem-farms/articleshow/8956642.cms",2011,6
"AIDS work by 8 NGOs in state dubbed failures","http://timesofindia.indiatimes.com//city/mumbai/AIDS-work-by-8-NGOs-in-state-dubbed-failures/articleshow/8958369.cms",2011,6
"Improperly disposed syringe pricks visitor at AIDS testing centre","http://timesofindia.indiatimes.com//city/nagpur/Improperly-disposed-syringe-pricks-visitor-at-AIDS-testing-centre/articleshow/8956437.cms",2011,6
"HIV study reveals double jeopardy","http://timesofindia.indiatimes.com//city/mumbai/HIV-study-reveals-double-jeopardy/articleshow/8970924.cms",2011,6
"HIV virus can exist in blood, semen: Study","http://timesofindia.indiatimes.com//india/HIV-virus-can-exist-in-blood-semen-Study/articleshow/8985215.cms",2011,6
"Poor guidance hampers AIDS projects: NGOs","http://timesofindia.indiatimes.com//city/mumbai/Poor-guidance-hampers-AIDS-projects-NGOs/articleshow/9018263.cms",2011,6
"After city cops� snub, Jhansi police aids victim","http://timesofindia.indiatimes.com//city/noida/After-city-cops-snub-Jhansi-police-aids-victim/articleshow/9059142.cms",2011,7
"ISI aids and abets terrorist sanctuaries in Pak: Ex-US general","http://timesofindia.indiatimes.com//world/pakistan/ISI-aids-and-abets-terrorist-sanctuaries-in-Pak-Ex-US-general/articleshow/9060965.cms",2011,7
"State seeks AIDS funding data from NGO","http://timesofindia.indiatimes.com//city/mumbai/State-seeks-AIDS-funding-data-from-NGO/articleshow/9071676.cms",2011,7
"PM wants NREGS facility extended to HIV+ people","http://timesofindia.indiatimes.com//india/PM-wants-NREGS-facility-extended-to-HIV-people/articleshow/9105907.cms",2011,7
"Five yrs on, HIV Bill's fate in a limbo","http://timesofindia.indiatimes.com//india/Five-yrs-on-HIV-Bills-fate-in-a-limbo/articleshow/9105920.cms",2011,7
"State seeks Centre's help to fight AIDS","http://timesofindia.indiatimes.com//city/patna/State-seeks-Centres-help-to-fight-AIDS/articleshow/9142604.cms",2011,7
"Puppet show on PDS system and AIDS","http://timesofindia.indiatimes.com//city/allahabad/Puppet-show-on-PDS-system-and-AIDS/articleshow/9167240.cms",2011,7
"Mystery shrouds death of HIV+ woman, NGOs join cause","http://timesofindia.indiatimes.com//city/guwahati/Mystery-shrouds-death-of-HIV-woman-NGOs-join-cause/articleshow/9176279.cms",2011,7
"OU, AU students to join fight against Aids","http://timesofindia.indiatimes.com//city/hyderabad/OU-AU-students-to-join-fight-against-Aids/articleshow/9178444.cms",2011,7
"HIV threat stares 'healthy' Haryana","http://timesofindia.indiatimes.com//india/HIV-threat-stares-healthy-Haryana/articleshow/9180329.cms",2011,7
"Australian band to raise funds for HIV+ kids","http://timesofindia.indiatimes.com//city/chennai/Australian-band-to-raise-funds-for-HIV-kids/articleshow/9179532.cms",2011,7
"Oral drug alternatives to combat HIV infection","http://timesofindia.indiatimes.com//city/bhubaneswar/Oral-drug-alternatives-to-combat-HIV-infection/articleshow/9202092.cms",2011,7
"Scientists report breakthrough in reducing risk of acquiring HIV infection","http://timesofindia.indiatimes.com//india/Scientists-report-breakthrough-in-reducing-risk-of-acquiring-HIV-infection/articleshow/9218341.cms",2011,7
"World Vision India concerned over HIV deaths in Manipur","http://timesofindia.indiatimes.com//city/guwahati/World-Vision-India-concerned-over-HIV-deaths-in-Manipur/articleshow/9227684.cms",2011,7
